Geographic_ area,Indicator,Sex,Time period,Observation Value,Unit of measure of deaths,,,Lower Bound,Upper Bound
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2008,40.71180278,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,21.16391734,28.09831989
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Male,2008,17.88259392,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,19.99426698,26.99364995
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2008,15.87941217,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,18.99916368,25.99562999
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Male,2008,43.77899087,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,18.20688215,25.63551155
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Male,2008,8.677195063,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,17.40691865,25.21495666
Zimbabwe,CME_TMY0: Infant deaths,Male,2008,13571,D: Number of deaths,,,16.46235732,24.75242532
Zimbabwe,CME_TMY0T4: Under-five deaths,Male,2008,21911,D: Number of deaths,,,15.57406238,24.43783217
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Male,2008,1127,D: Number of deaths,,,14.5948127,24.18094803
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Male,2008,2542,D: Number of deaths,,,19.83679758,25.85792872
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Male,2008,1415,D: Number of deaths,,,19.46795908,25.63125186
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Male,2008,3651,D: Number of deaths,,,19.14206316,25.36480346
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2008,8340,D: Number of deaths,,,19.17252601,25.63452454
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Male,2008,2236,D: Number of deaths,,,18.95890142,25.82377023
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Male,2008,2701,D: Number of deaths,,,18.5801846,25.64924551
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Male,2008,6352,D: Number of deaths,,,18.05903612,25.62474465
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Male,2008,1574,D: Number of deaths,,,17.60812108,25.75059871
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Male,2008,8600,NUMBER: Number,,,17.01216578,25.97214339
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Male,2008,1500,NUMBER: Number,,,16.36641738,26.26576101
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2008,129.35,"RATE_100000: Rate per 100,000 of Population",,,21.5127681,27.4006685
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Male,2008,316.95,"RATE_100000: Rate per 100,000 of Population",,,20.98996884,26.87049518
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Male,2008,128.98,"RATE_100000: Rate per 100,000 of Population",,,20.43891751,26.38831538
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Male,2008,13000,NUMBER: Number,,,19.84166798,26.00173294
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Male,2008,9200,NUMBER: Number,,,19.29019725,25.60999412
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2008,2.72,"RATE_1000: Rate per 1,000 of Population",,,18.69293981,25.32373977
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Male,2008,12.91,"RATE_1000: Rate per 1,000 of Population",,,18.03698302,25.12927959
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Male,2008,110000,NUMBER: Number,,,17.33620958,24.9895831
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Male,2008,54000,NUMBER: Number,,,16.57974065,24.89862691
 Nigeria,CME_MRM0: Neonatal mortality rate, Total,2009,38.30725956,"D_PER_1000_B: Deaths per 1,000 live births",,,15.76920308,24.86887747
 Nigeria,CME_MRM1T11: Mortality rate age 1-11 months, Total,2009,49.28704463,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,52.89703617,64.51716008
 Nigeria,CME_MRM1T59: Mortality rate 1-59 months, Total,2009,103.7045957,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,51.02263352,62.99717675
 Nigeria,CME_MRY0: Infant mortality rate, Total,2009,85.70625258,"D_PER_1000_B: Deaths per 1,000 live births",,,49.4033121,61.93481961
 Nigeria,CME_MRY0T4: Under-five mortality rate, Total,2009,138.0392164,"D_PER_1000_B: Deaths per 1,000 live births",,,47.89361049,61.2733062
 Nigeria,CME_MRY10T14: Mortality rate age 10-14, Total,2009,8.50677828,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,46.37929864,60.97829896
 Nigeria,CME_MRY10T19: Mortality rate age 10-19, Total,2009,18.52859957,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,44.86875355,60.94385752
 Nigeria,CME_MRY15T19: Mortality rate age 15-19, Total,2009,10.10780616,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,43.5810542,61.32830747
 Nigeria,CME_MRY15T24: Mortality rate age 15-24, Total,2009,23.71286788,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,42.09782692,62.06288384
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2009,57.23867623,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,40.34718935,63.0313192
 Nigeria,CME_MRY20T24: Mortality rate age 20-24, Total,2009,13.74398324,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,38.3399945,63.52623569
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2009,25.21666613,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,53.56820114,65.68516649
 Nigeria,CME_MRY5T24: Mortality rate age 5-24, Total,2009,48.33157454,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,51.59328128,64.20695895
 Nigeria,CME_MRY5T9: Mortality rate age 5-9, Total,2009,16.85325475,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,49.85644346,62.99414783
 Nigeria,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2009,0.289765689,PCNT: %,,,48.19849279,62.26604074
 Nigeria,CME_SB: Stillbirths, Total,2009,168159,STILLBIRTHS: Number of stillbirths,,,46.78279362,62.00138034
 Nigeria,CME_SBR: Stillbirth rate, Total,2009,24.68242781,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,45.32818196,62.02233361
 Nigeria,CME_TMM0: Neonatal deaths, Total,2009,254272,D: Number of deaths,,,43.81625889,62.5050969
 Nigeria,CME_TMM1T11: Deaths age 1-11 months, Total,2009,301269,D: Number of deaths,,,42.19713363,63.21381965
 Nigeria,CME_TMM1T59: Deaths age 1-59 months, Total,2009,623237,D: Number of deaths,,,40.39082864,64.05970123
 Nigeria,CME_TMY0: Infant deaths, Total,2009,555541,D: Number of deaths,,,38.27313854,64.56676975
 Nigeria,CME_TMY0T4: Under-five deaths, Total,2009,877509,D: Number of deaths,,,53.40582915,64.99117128
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14, Total,2009,31816,D: Number of deaths,,,51.48054801,63.43055772
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19, Total,2009,63931,D: Number of deaths,,,49.71336125,62.33918772
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19, Total,2009,32115,D: Number of deaths,,,48.13883895,61.69267824
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24, Total,2009,69838,D: Number of deaths,,,46.64802253,61.35580079
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2009,321968,D: Number of deaths,,,45.23292091,61.36873572
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24, Total,2009,37723,D: Number of deaths,,,43.79420626,61.92426478
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14), Total,2009,108792,D: Number of deaths,,,42.13314087,62.53409514
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24, Total,2009,178630,D: Number of deaths,,,40.41431228,63.34582661
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9, Total,2009,76976,D: Number of deaths,,,38.37544847,64.08317056
 Nigeria,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2009,76,PCNT: %,,,11.43925248,19.27603123
 Nigeria,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2009,73,PCNT: %,,,10.98748127,18.6591968
 Nigeria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2009,63,PCNT: %,,,10.54060781,18.300516
 Nigeria,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2009,63,PCNT: %,,,9.810383257,17.58748381
 Nigeria,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth, Total,2009,20,PCNT: %,,,9.209794265,17.00475055
 Nigeria,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2009,64,PCNT: %,,,8.748984858,17.00675851
 Nigeria,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2009,66,PCNT: %,,,8.169527121,16.89824488
 Nigeria,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule), Total,2009,69,PCNT: %,,,7.517589494,16.77396724
Zimbabwe,CME_MRM0: Neonatal mortality rate, Total,2009,32.72548236,"D_PER_1000_B: Deaths per 1,000 live births",,,6.732956364,16.64412266
Zimbabwe,CME_MRM1T11: Mortality rate age 1-11 months, Total,2009,22.73262146,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,5.990851481,16.61665
Zimbabwe,CME_MRM1T59: Mortality rate 1-59 months, Total,2009,59.44305316,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,9.668641794,16.45316373
Zimbabwe,CME_MRY0: Infant mortality rate, Total,2009,54.71416781,"D_PER_1000_B: Deaths per 1,000 live births",,,9.55062516,16.41913985
Zimbabwe,CME_MRY0T4: Under-five mortality rate, Total,2009,90.22323293,"D_PER_1000_B: Deaths per 1,000 live births",,,9.31096436,16.35490849
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14, Total,2009,7.468730261,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,9.273998875,16.54328176
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19, Total,2009,17.8202781,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,9.077731419,16.79970279
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19, Total,2009,10.42944253,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,8.468842517,16.5364931
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24, Total,2009,30.04095434,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,7.962558587,16.53345393
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2009,37.56436826,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,7.446706118,16.58043514
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24, Total,2009,19.81820463,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,6.888066181,16.98657741
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2009,15.57844795,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,6.279292892,17.40840286
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24, Total,2009,45.15141084,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,10.66848913,17.63477429
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9, Total,2009,8.170742762,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,10.37716217,17.31193134
Zimbabwe,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2009,0.380321924,PCNT: %,,,10.04719545,17.03181913
Zimbabwe,CME_SB: Stillbirths, Total,2009,11975,STILLBIRTHS: Number of stillbirths,,,9.680876646,16.89059212
Zimbabwe,CME_SBR: Stillbirth rate, Total,2009,24.91869196,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,9.268646988,16.71126807
Zimbabwe,CME_TMM0: Neonatal deaths, Total,2009,15311,D: Number of deaths,,,8.747514177,16.57612934
Zimbabwe,CME_TMM1T11: Deaths age 1-11 months, Total,2009,9582,D: Number of deaths,,,8.197930735,16.51768849
Zimbabwe,CME_TMM1T59: Deaths age 1-59 months, Total,2009,24947,D: Number of deaths,,,7.5475216,16.47120414
Zimbabwe,CME_TMY0: Infant deaths, Total,2009,24893,D: Number of deaths,,,6.925079089,16.53324497
Zimbabwe,CME_TMY0T4: Under-five deaths, Total,2009,40258,D: Number of deaths,,,6.325513145,16.70898111
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14, Total,2009,2410,D: Number of deaths,,,21.88458117,28.5070085
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19, Total,2009,5317,D: Number of deaths,,,21.32173667,28.03194963
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19, Total,2009,2907,D: Number of deaths,,,20.73306164,27.57053639
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24, Total,2009,8241,D: Number of deaths,,,20.19838354,27.17180165
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2009,15365,D: Number of deaths,,,19.61580451,26.77111984
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24, Total,2009,5334,D: Number of deaths,,,19.02012374,26.42947203
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14), Total,2009,5449,D: Number of deaths,,,18.47182242,26.06611839
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24, Total,2009,13690,D: Number of deaths,,,17.89319728,25.85752247
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9, Total,2009,3039,D: Number of deaths,,,17.32452511,25.63398508
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years), Total,2009,16000,NUMBER: Number,,,16.71833827,25.45176888
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years), Total,2009,3900,NUMBER: Number,,,23.2274229,30.13947787
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)", Total,2009,130.34,"RATE_100000: Rate per 100,000 of Population",,,22.56480878,29.56452209
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)", Total,2009,289.6,"RATE_100000: Rate per 100,000 of Population",,,21.91746154,29.10428465
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)", Total,2009,128.18,"RATE_100000: Rate per 100,000 of Population",,,21.30215539,28.66487671
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years), Total,2009,30000,NUMBER: Number,,,20.70715909,28.27552997
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years), Total,2009,27000,NUMBER: Number,,,20.12485636,27.9958691
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)", Total,2009,7.41,"RATE_1000: Rate per 1,000 of Population",,,19.58501755,27.80830804
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)", Total,2009,11.35,"RATE_1000: Rate per 1,000 of Population",,,19.03706403,27.64502791
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV, Total,2009,230000,NUMBER: Number,,,18.50168317,27.54115078
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV, Total,2009,180000,NUMBER: Number,,,17.99059561,27.50618131
Zimbabwe,HVA_PED_ART_CVG: Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART), Total,2009,12.7,PCNT: %,,,22.64882955,29.16983772
Zimbabwe,HVA_PED_ART_NUM: Reported number of children (aged 0-14 years) receiving antiretroviral treatment (ART), Total,2009,21600,NUMBER: Number,,,22.05534474,28.66170793
Zimbabwe,HVA_PED_LOST: Estimated number of children (aged 0-17 years) who have lost one or both parents due to all causes, Total,2009,1300000,NUMBER: Number,,,21.4563195,28.19481572
Zimbabwe,HVA_PED_LOST_AIDS: Estimated number of children (aged 0-17 years) who have lost one or both parents due to AIDS, Total,2009,1050000,NUMBER: Number,,,20.86889082,27.77874219
Zimbabwe,HVA_PMTCT_MTCT: Mother-to-child HIV transmission rate, Total,2009,29.09,RATE_100: Rate per 100 of Population,,,20.27660553,27.37792771
Zimbabwe,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2009,90,PCNT: %,,,19.71726726,27.04912182
Zimbabwe,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2009,87,PCNT: %,,,19.15440112,26.78717662
Zimbabwe,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2009,73,PCNT: %,,,18.58072112,26.59413661
Zimbabwe,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2009,73,PCNT: %,,,17.99170413,26.47721807
Zimbabwe,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine, Total,2009,73,PCNT: %,,,17.44368176,26.39923244
Zimbabwe,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2009,76,PCNT: %,,,45.8291033,55.34266591
Zimbabwe,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2009,69,PCNT: %,,,44.53890201,53.98000266
 Nigeria,CME_MRY0: Infant mortality rate,Female,2009,77.76899907,"D_PER_1000_B: Deaths per 1,000 live births",,,43.23709469,52.81867657
 Nigeria,CME_MRY0T4: Under-five mortality rate,Female,2009,130.1266655,"D_PER_1000_B: Deaths per 1,000 live births",,,41.59534239,51.33687628
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Female,2009,8.270276515,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,40.05911486,49.93768016
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Female,2009,18.81189472,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,38.84626068,49.13288686
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Female,2009,10.62952733,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,37.46276432,48.30936008
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Female,2009,25.15941733,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,36.10311127,47.44210505
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2009,56.81597092,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,34.8189495,46.78725
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Female,2009,14.68599518,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,33.40765836,46.15961526
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2009,24.50501418,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,44.34445394,53.26792302
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Female,2009,49.04789963,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,43.35490194,52.44675558
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Female,2009,16.37012311,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,42.39707981,51.72976099
 Nigeria,CME_TMY0: Infant deaths,Female,2009,247454,D: Number of deaths,,,41.84162571,51.47606777
 Nigeria,CME_TMY0T4: Under-five deaths,Female,2009,405277,D: Number of deaths,,,41.22435421,51.24937188
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Female,2009,15230,D: Number of deaths,,,40.27671914,50.72063017
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Female,2009,31874,D: Number of deaths,,,39.31785576,50.37601053
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Female,2009,16644,D: Number of deaths,,,38.42782102,50.10973256
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Female,2009,36611,D: Number of deaths,,,37.40145816,50.07493279
